time,test 1,test 2,test 3,test 4,test 5
-0.091,0.003286014,-0.034762439,-0.013309449,-0.01171514,0.006060143
-0.09,0.003286014,-0.016035189,-0.013309449,-0.022639368,-0.006424689
-0.089,-0.000459426,0.008934461,-0.009564009,-0.013900008,-0.018909537
-0.088,-0.001707946,0.008934461,-0.003945849,-0.007345446,-0.011418625
-0.087,0.020764774,0.001131441,-0.002073105,-0.0051606,-0.013915617
-0.086,0.027007174,-0.017595789,-0.013309449,-0.01171514,-0.016412577
-0.085,0.013273854,-0.012913989,-0.011436729,-0.009530293,-0.001430753
-0.084,0.005782974,-0.000429164,-0.002073105,0.003578782,0.006060143
-0.083,0.007031454,-0.001989769,-0.002073105,0.007948462,0.018544943
-0.082,0.002037534,-0.016035189,-0.007691289,0.007948462,0.018544943
-0.081,-0.000459426,-0.030080639,-0.015182169,0.016687822,-0.003927723
-0.08,-0.004204906,-0.026959439,0.005417799,0.021057572,-0.013915617
-0.079,-0.020435066,-0.016035189,0.007290519,0.016687822,-0.003927723
-0.078,-0.017938266,-0.000429164,0.003545072,0.003578782,0.013551023
-0.077,-0.007950266,0.002692045,-0.009564009,-0.0051606,0.018544943
-0.076,0.004534494,0.008934461,0.007290519,-0.007345446,-0.003927723
-0.075,0.005782974,0.005813251,0.014781411,-0.002975752,-0.013915617
-0.074,0.003286014,-0.012913989,0.016654131,0.012318142,-0.003927723
-0.073,0.002037534,-0.030080639,0.009163251,0.021057572,-0.001430753
-0.072,0.005782974,-0.023838239,0.009163251,0.012318142,-0.013915617
-0.071,0.005782974,-0.012913989,-0.000200379,-0.009530293,-0.006424689
-0.07,0.013273854,0.001131441,0.003545072,-0.018269688,0.008557103
-0.069,0.005782974,0.016737461,0.007290519,-0.000790912,0.008557103
-0.068,-0.005453386,0.021419311,0.020399571,0.012318142,-0.003927723
-0.067,-0.007950266,0.030782911,0.005417799,0.007948462,-0.006424689
-0.066,-0.009198666,0.029222311,-0.002073105,0.003578782,-0.011418625
-0.065,-0.006701866,0.016737461,-0.007691289,0.001393942,-0.016412577
-0.064,-0.014192666,-0.000429164,-0.007691289,-0.007345446,-0.011418625
-0.063,-0.025429066,0.008934461,0.001672347,-0.01171514,-0.003927723
-0.062,-0.022932266,0.012055661,-0.003945849,-0.013900008,0.001066207
-0.061,-0.012944266,-0.000429164,0.003545072,-0.01171514,0.006060143
-0.06,-0.004204906,-0.001989769,0.012908691,0.005763622,0.006060143
-0.059,0.004534494,0.007373861,0.007290519,0.003578782,0.011054063
-0.058,0.003286014,0.005813251,-0.002073105,-0.002975752,0.003563183
-0.057,0.000789054,-0.000429164,-0.009564009,-0.000790912,0.001066207
-0.056,0.010776894,-0.005110989,-0.005818569,0.007948462,-0.003927723
-0.055,0.023261734,-0.001989769,0.007290519,0.014502982,-0.013915617
-0.054,0.002037534,0.008934461,-0.003945849,0.005763622,-0.016412577
-0.053,-0.024180666,0.019858711,-0.002073105,-0.013900008,-0.001430753
-0.052,-0.019186666,0.030782911,0.012908691,-0.013900008,-0.006424689
-0.051,-0.009198666,0.021419311,0.018526851,-0.013900008,-0.013915617
-0.05,-0.000459426,0.010495061,0.003545072,-0.000790912,-0.013915617
-0.049,-0.005453386,0.005813251,-0.005818569,0.005763622,-0.008921657
-0.048,-0.001707946,0.012055661,-0.017054889,0.012318142,0.001066207
-0.047,0.005782974,0.012055661,-0.002073105,0.012318142,0.021041903
-0.046,0.015770854,0.002692045,0.003545072,0.016687822,0.023538943
-0.045,0.020764774,0.005813251,0.016654131,0.014502982,0.003563183
-0.044,-0.002956426,0.016737461,0.018526851,0.027612092,-0.001430753
-0.043,-0.021683466,0.002692045,0.012908691,0.003578782,0.001066207
-0.042,0.002037534,-0.005110989,0.001672347,-0.002975752,0.001066207
-0.041,0.007031454,0.010495061,-0.005818569,-0.007345446,0.001066207
-0.04,-0.005453386,0.018298061,0.001672347,-0.009530293,0.008557103
-0.039,-0.010447466,0.015176861,0.003545072,-0.002975752,0.016047983
-0.038,-0.004204906,-0.005110989,-0.002073105,0.001393942,0.013551023
-0.037,0.000789054,-0.016035189,-0.005818569,-0.002975752,0.013551023
-0.036,0.005782974,-0.014474589,-0.005818569,0.007948462,0.001066207
-0.035,0.005782974,-0.009792789,-0.009564009,0.007948462,-0.006424689
-0.034,-0.009198666,-0.011353389,-0.000200379,0.001393942,-0.001430753
-0.033,-0.004204906,-0.005110989,0.005417799,-0.002975752,0.006060143
-0.032,0.000789054,0.013616261,0.018526851,0.007948462,0.008557103
-0.031,0.009528414,0.016737461,0.018526851,0.007948462,0.006060143
-0.03,0.015770854,-0.006671589,0.011035971,-0.007345446,-0.003927723
-0.029,0.023261734,-0.028520039,-0.009564009,-0.016084848,0.001066207
-0.028,0.015770854,-0.028520039,-0.018927609,-0.007345446,0.001066207
-0.027,-0.011695866,-0.025398839,-0.005818569,-0.007345446,0.003563183
-0.026,-0.017938266,-0.016035189,0.005417799,-0.0051606,0.006060143
-0.025,-0.001707946,-0.006671589,0.011035971,0.021057572,-0.006424689
-0.024,0.012025374,-0.005110989,0.005417799,0.029796932,-0.006424689
-0.023,0.013273854,-0.001989769,-0.002073105,0.014502982,-0.003927723
-0.022,0.004534494,0.007373861,-0.007691289,-0.002975752,0.006060143
-0.021,-0.015441066,-0.011353389,0.001672347,-0.002975752,0.011054063
-0.02,-0.024180666,-0.023838239,0.016654131,0.005763622,0.013551023
-0.019,-0.011695866,-0.019156389,0.024145071,0.003578782,0.011054063
-0.018,-0.001707946,-0.020717039,0.016654131,-0.002975752,0.021041903
-0.017,-0.007950266,-0.017595789,0.003545072,-0.007345446,0.026035903
-0.016,-0.014192666,-0.001989769,-0.002073105,-0.0051606,0.021041903
-0.015,-0.014192666,0.015176861,-0.003945849,0.003578782,0.011054063
-0.014,0.000789054,0.004252651,-0.011436729,0.010133302,0.011054063
-0.013,0.014522334,-0.008232189,-0.007691289,0.023242412,0.001066207
-0.012,0.005782974,-0.005110989,-0.000200379,0.012318142,-0.001430753
-0.011,0.012025374,0.008934461,0.022272291,0.001393942,0.016047983
-0.01,0.008279934,0.013616261,0.027890511,0.007948462,0.028532863
-0.009,0.005782974,0.013616261,0.003545072,-0.000790912,0.011054063
-0.008,0.000789054,0.015176861,-0.005818569,-0.002975752,0.003563183
-0.007,-0.005453386,0.002692045,-0.003945849,0.001393942,0.006060143
-0.006,-0.022932266,-0.003550389,-0.007691289,-0.007345446,0.018544943
-0.005,-0.030423066,0.004252651,-0.000200379,-0.009530293,0.023538943
-0.004,-0.027926266,0.007373861,0.005417799,0.003578782,0.018544943
-0.003,-0.014192666,-0.003550389,-0.003945849,0.010133302,0.018544943
-0.002,0.005782974,-0.011353389,-0.002073105,0.007948462,0.016047983
-0.001,0.012025374,-0.012913989,0.003545072,0.005763622,0.013551023
1.39E-17,0.012025374,-0.016035189,0.005417799,-0.000790912,-0.008921657
0.001,0.018267814,-0.003550389,-0.011436729,-0.000790912,-0.018909537
0.002,0.018267814,0.013616261,-0.028291269,-0.007345446,-0.006424689
0.003,0.020764774,0.013616261,-0.013309449,-0.022639368,-0.003927723
0.004,0.024510214,-0.003550389,-0.003945849,-0.027009048,-0.006424689
0.005,0.020764774,-0.022277639,0.001672347,-0.0051606,-0.006424689
0.006,0.010776894,-0.022277639,0.001672347,-0.002975752,0.001066207
0.007,-0.000459426,-0.016035189,-0.000200379,-0.01171514,0.013551023
0.008,-0.001707946,0.004252651,0.005417799,-0.020454528,0.011054063
0.009,-0.006701866,0.012055661,0.009163251,-0.01171514,0.006060143
0.01,-0.015441066,0.013616261,0.012908691,0.001393942,0.016047983
0.011,-0.020435066,0.012055661,0.007290519,0.018872732,0.021041903
0.012,-0.020435066,0.016737461,-0.003945849,0.021057572,-0.008921657
0.013,-0.030423066,-0.003550389,-0.013309449,0.005763622,-0.036388257
0.014,-0.017938266,-0.008232189,-0.002073105,-0.000790912,-0.026400417
0.015,-0.001707946,0.002692045,0.007290519,-0.009530293,-0.003927723
0.016,0.013273854,0.024540511,0.014781411,-0.0051606,0.033526783
0.017,0.004534494,0.027661711,0.014781411,-0.000790912,0.048508543
0.018,0.003286014,-0.003550389,0.001672347,-0.01171514,0.033526783
0.019,0.022013254,-0.001989769,-0.002073105,-0.009530293,0.016047983
0.02,0.033249601,0.001131441,0.012908691,0.010133302,0.001066207
0.021,0.012025374,-0.000429164,0.027890511,0.007948462,-0.003927723
0.022,-0.007950266,-0.001989769,0.007290519,-0.01171514,-0.006424689
0.023,-0.010447466,-0.009792789,-0.003945849,-0.016084848,-0.011418625
0.024,0.000789054,-0.011353389,0.009163251,-0.0051606,-0.011418625
0.025,0.019516294,-0.016035189,0.012908691,-0.002975752,-0.008921657
0.026,0.010776894,-0.005110989,0.001672347,0.003578782,-0.008921657
0.027,0.007031454,-0.000429164,-0.009564009,0.014502982,-0.006424689
0.028,0.005782974,-0.000429164,-0.017054889,0.012318142,-0.001430753
0.029,0.004534494,0.001131441,-0.011436729,0.001393942,0.001066207
0.03,-0.000459426,0.007373861,-0.002073105,-0.022639368,0.011054063
0.031,-0.002956426,0.002692045,0.005417799,-0.022639368,-0.001430753
0.032,-0.002956426,0.013616261,0.014781411,-0.01171514,-0.016412577
0.033,-0.001707946,0.010495061,0.012908691,0.005763622,-0.026400417
0.034,0.000789054,0.007373861,0.009163251,0.001393942,-0.016412577
0.035,-0.005453386,0.001131441,-0.002073105,-0.018269688,0.011054063
0.036,-0.009198666,-0.005110989,-0.005818569,-0.018269688,0.028532863
0.037,0.004534494,-0.017595789,0.003545072,-0.009530293,0.023538943
0.038,0.019516294,-0.009792789,0.005417799,-0.0051606,0.006060143
0.039,0.003286014,0.002692045,-0.005818569,-0.01171514,0.001066207
0.04,-0.024180666,0.002692045,-0.009564009,-0.013900008,0.003563183
0.041,-0.019186666,-0.003550389,-0.005818569,-0.002975752,0.001066207
0.042,-0.000459426,-0.003550389,0.001672347,0.021057572,0.013551023
0.043,0.012025374,-0.005110989,0.003545072,0.027612092,0.021041903
0.044,0.007031454,-0.003550389,-0.002073105,0.010133302,0.026035903
0.045,-0.001707946,-0.000429164,-0.002073105,-0.002975752,0.028532863
0.046,0.007031454,0.018298061,0.001672347,0.007948462,0.006060143
0.047,0.015770854,0.008934461,-0.002073105,0.010133302,-0.006424689
0.048,0.008279934,-0.001989769,-0.002073105,0.001393942,-0.006424689
0.049,0.004534494,-0.014474589,0.005417799,-0.007345446,-0.001430753
0.05,-0.012944266,-0.003550389,0.011035971,0.007948462,0.006060143
0.051,-0.017938266,0.022979911,0.007290519,0.010133302,0.006060143
0.052,-0.007950266,0.021419311,0.003545072,-0.01171514,0.006060143
0.053,-0.001707946,0.016737461,-0.003945849,-0.007345446,0.016047983
0.054,0.009528414,-0.001989769,0.001672347,-0.002975752,0.016047983
0.055,0.023261734,-0.000429164,0.005417799,-0.000790912,-0.001430753
0.056,0.023261734,-0.003550389,0.003545072,0.003578782,0.006060143
0.057,0.008279934,-0.003550389,0.003545072,0.012318142,0.008557103
0.058,-0.012944266,-0.000429164,-0.000200379,0.014502982,0.013551023
0.059,-0.015441066,0.002692045,-0.000200379,-0.000790912,0.013551023
0.06,-0.010447466,-0.000429164,0.001672347,-0.009530293,0.018544943
0.061,-0.004204906,0.008934461,0.003545072,0.001393942,0.026035903
0.062,0.000789054,0.001131441,-0.000200379,0.007948462,0.031029823
0.063,0.002037534,-0.006671589,-0.000200379,0.007948462,0.011054063
0.064,0.009528414,-0.012913989,-0.003945849,-0.0051606,0.003563183
0.065,0.010776894,-0.009792789,0.003545072,-0.0051606,0.018544943
0.066,0.019516294,-0.006671589,0.009163251,-0.0051606,0.016047983
0.067,0.022013254,-0.000429164,0.016654131,-0.0051606,0.001066207
0.068,0.014522334,0.002692045,0.031635951,-0.009530293,-0.016412577
0.069,0.009528414,0.008934461,0.016654131,-0.000790912,-0.006424689
0.07,-0.005453386,0.018298061,0.011035971,0.005763622,0.003563183
0.071,-0.024180666,0.016737461,0.003545072,-0.000790912,-0.001430753
0.072,-0.024180666,0.007373861,-0.007691289,-0.002975752,-0.003927723
0.073,-0.022932266,0.008934461,-0.003945849,-0.007345446,-0.018909537
0.074,-0.021683466,0.018298061,-0.000200379,-0.009530293,-0.006424689
0.075,-0.009198666,0.018298061,0.001672347,-0.018269688,-0.008921657
0.076,-0.001707946,0.021419311,-0.005818569,-0.018269688,-0.013915617
0.077,0.020764774,0.022979911,-0.013309449,-0.009530293,0.001066207
0.078,0.032001118,0.022979911,-0.007691289,-0.000790912,0.006060143
0.079,0.019516294,0.019858711,-0.005818569,-0.002975752,0.016047983
0.08,0.007031454,0.004252651,-0.007691289,0.001393942,0.013551023
0.081,0.008279934,-0.000429164,-0.013309449,0.018872732,0.006060143
0.082,-0.006701866,0.001131441,-0.009564009,0.025427252,0.003563183
0.083,-0.015441066,-0.001989769,0.003545072,0.016687822,0.006060143
0.084,-0.009198666,-0.009792789,0.009163251,0.003578782,0.016047983
0.085,0.009528414,-0.023838239,0.007290519,0.001393942,0.008557103
0.086,0.005782974,-0.011353389,0.012908691,0.003578782,0.016047983
0.087,-0.001707946,0.005813251,0.003545072,-0.0051606,0.008557103
0.088,-0.005453386,0.008934461,-0.002073105,0.010133302,-0.016412577
0.089,-0.006701866,0.005813251,-0.003945849,0.018872732,-0.023903457
0.09,-0.011695866,-0.000429164,0.003545072,0.031981772,-0.013915617
0.091,-0.016689866,-0.006671589,0.011035971,0.005763622,-0.013915617
0.092,-0.001707946,-0.011353389,0.016654131,-0.020454528,-0.016412577
0.093,0.009528414,-0.001989769,0.011035971,-0.020454528,0.011054063
0.094,0.004534494,0.004252651,0.001672347,-0.013900008,0.018544943
0.095,0.000789054,-0.003550389,-0.002073105,-0.000790912,0.006060143
0.096,0.003286014,-0.006671589,-0.005818569,-0.000790912,0.006060143
0.097,0.012025374,0.002692045,-0.003945849,0.003578782,0.006060143
0.098,0.017019334,0.004252651,0.005417799,0.012318142,0.013551023
0.099,0.010776894,-0.005110989,0.003545072,0.021057572,0.008557103
0.1,0.003286014,-0.005110989,-0.003945849,0.016687822,0.008557103
0.101,-0.016689866,-0.014474589,-0.003945849,0.023242412,0.021041903
0.102,-0.025429066,-0.016035189,0.003545072,0.021057572,0.018544943
0.103,-0.024180666,-0.012913989,0.003545072,0.007948462,0.003563183
0.104,-0.021683466,0.002692045,-0.000200379,-0.0051606,0.011054063
0.105,-0.011695866,0.013616261,0.009163251,-0.000790912,0.018544943
0.106,0.005782974,0.008934461,0.003545072,0.010133302,0.006060143
0.107,0.012025374,0.010495061,-0.003945849,0.018872732,0.001066207
0.108,0.002037534,0.010495061,-0.000200379,0.010133302,-0.001430753
0.109,0.005782974,0.001131441,0.003545072,0.012318142,-0.001430753
0.11,0.005782974,-0.011353389,0.003545072,0.018872732,-0.008921657
0.111,0.007031454,-0.026959439,-0.009564009,0.003578782,-0.003927723
0.112,0.002037534,-0.031641239,-0.013309449,-0.002975752,0.013551023
0.113,0.002037534,-0.022277639,-0.009564009,0.003578782,0.033526783
0.114,0.017019334,0.005813251,-0.013309449,0.016687822,0.031029823
0.115,0.022013254,0.021419311,-0.009564009,0.016687822,0.018544943
0.116,0.012025374,0.012055661,-0.009564009,0.012318142,-0.001430753
0.117,-0.001707946,-0.001989769,-0.011436729,0.001393942,-0.016412577
0.118,-0.002956426,-0.005110989,-0.009564009,-0.007345446,-0.013915617
0.119,-0.006701866,-0.009792789,0.003545072,-0.013900008,0.001066207
0.12,-0.005453386,0.002692045,0.009163251,-0.002975752,0.008557103
0.121,0.009528414,0.001131441,0.011035971,0.029796932,-0.003927723
0.122,0.022013254,-0.003550389,-0.000200379,0.023242412,-0.011418625
0.123,0.027007174,-0.001989769,-0.002073105,-0.002975752,-0.003927723
0.124,0.014522334,-0.008232189,-0.005818569,-0.009530293,0.011054063
0.125,0.012025374,0.002692045,-0.000200379,0.005763622,0.008557103
0.126,0.020764774,-0.000429164,-0.011436729,0.010133302,-0.011418625
0.127,0.003286014,-0.017595789,-0.007691289,0.003578782,-0.003927723
0.128,-0.004204906,-0.005110989,-0.003945849,-0.000790912,0.006060143
0.129,-0.022932266,0.002692045,-0.002073105,0.007948462,0.028532863
0.13,-0.037913866,0.015176861,-0.000200379,-0.0051606,0.031029823
0.131,-0.022932266,0.005813251,-0.013309449,-0.022639368,0.036023743
0.132,-0.001707946,-0.011353389,-0.011436729,-0.016084848,0.023538943
0.133,0.004534494,-0.012913989,-0.013309449,-0.0051606,0.023538943
0.134,-0.009198666,-0.003550389,0.007290519,-0.007345446,0.021041903
0.135,-0.011695866,0.018298061,0.014781411,-0.020454528,0.023538943
0.136,-0.006701866,0.021419311,0.009163251,-0.027009048,0.011054063
0.137,0.005782974,0.013616261,0.001672347,-0.0051606,0.003563183
0.138,0.015770854,-0.000429164,-0.005818569,0.010133302,0.016047983
0.139,0.015770854,-0.009792789,-0.000200379,0.003578782,0.021041903
0.14,0.017019334,-0.001989769,-0.000200379,0.001393942,0.008557103
0.141,0.008279934,-0.000429164,-0.003945849,-0.002975752,-0.001430753
0.142,0.022013254,-0.006671589,0.001672347,-0.01171514,0.018544943
0.143,0.032001118,-0.006671589,-0.003945849,-0.022639368,0.028532863
0.144,0.017019334,0.004252651,0.009163251,-0.020454528,0.011054063
0.145,-0.002956426,0.004252651,0.007290519,-0.020454528,-0.013915617
0.146,-0.004204906,-0.012913989,0.001672347,-0.01171514,-0.003927723
0.147,0.010776894,-0.019156389,0.005417799,-0.01171514,0.008557103
0.148,0.008279934,0.002692045,0.011035971,-0.01171514,0.016047983
0.149,0.000789054,0.015176861,0.003545072,-0.009530293,-0.001430753
0.15,-0.006701866,0.008934461,-0.007691289,0.001393942,-0.016412577
0.151,-0.012944266,0.004252651,-0.015182169,0.005763622,-0.011418625
0.152,-0.006701866,-0.014474589,-0.003945849,0.005763622,-0.001430753
0.153,0.004534494,-0.019156389,0.007290519,0.007948462,0.001066207
0.154,0.012025374,-0.023838239,0.014781411,0.010133302,-0.003927723
0.155,0.003286014,-0.014474589,0.020399571,-0.0051606,-0.006424689
0.156,-0.005453386,0.005813251,0.011035971,-0.007345446,0.003563183
0.157,-0.004204906,0.012055661,-0.007691289,0.007948462,0.001066207
0.158,0.004534494,0.007373861,-0.022673049,0.023242412,0.011054063
0.159,0.018267814,0.010495061,-0.009564009,0.012318142,0.018544943
0.16,0.017019334,0.004252651,0.005417799,-0.01171514,0.001066207
0.161,-0.004204906,-0.000429164,0.024145071,-0.01171514,-0.003927723
0.162,-0.012944266,-0.001989769,0.026017791,-0.013900008,-0.011418625
0.163,-0.015441066,0.010495061,0.012908691,-0.009530293,-0.021406497
0.164,-0.016689866,0.013616261,0.016654131,0.001393942,-0.031394337
0.165,-0.011695866,0.007373861,0.024145071,-0.000790912,-0.021406497
0.166,0.008279934,-0.005110989,0.033508671,-0.009530293,0.006060143
0.167,0.027007174,-0.017595789,0.022272291,-0.007345446,0.003563183
0.168,0.018267814,-0.016035189,-0.003945849,-0.007345446,-0.001430753
0.169,0.003286014,-0.001989769,-0.015182169,-0.01171514,0.006060143
0.17,0.009528414,0.021419311,0.003545072,-0.002975752,0.003563183
0.171,0.025758694,0.021419311,0.011035971,0.005763622,-0.006424689
0.172,0.02950415,0.004252651,-0.000200379,0.014502982,-0.023903457
0.173,0.019516294,-0.019156389,-0.013309449,0.034166612,-0.026400417
0.174,0.008279934,-0.022277639,-0.013309449,0.029796932,-0.016412577
0.175,0.013273854,-0.012913989,-0.003945849,0.001393942,-0.003927723
0.176,0.015770854,-0.005110989,-0.005818569,-0.024824208,0.016047983
0.177,0.015770854,-0.023838239,-0.000200379,-0.022639368,0.013551023
0.178,0.008279934,-0.022277639,0.020399571,0.005763622,0.008557103
0.179,0.003286014,-0.012913989,0.024145071,0.025427252,0.023538943
0.18,0.004534494,-0.016035189,0.024145071,0.025427252,0.018544943
0.181,-0.010447466,-0.019156389,0.009163251,0.016687822,0.011054063
0.182,-0.016689866,-0.016035189,0.009163251,0.005763622,0.006060143
0.183,-0.016689866,-0.008232189,0.022272291,-0.0051606,0.001066207
0.184,-0.021683466,0.013616261,0.027890511,-0.020454528,0.006060143
0.185,-0.014192666,0.022979911,0.027890511,-0.020454528,0.006060143
0.186,-0.002956426,0.010495061,0.018526851,-0.007345446,-0.008921657
0.187,-0.004204906,-0.001989769,-0.003945849,-0.009530293,-0.011418625
0.188,0.000789054,-0.003550389,-0.002073105,-0.013900008,-0.003927723
0.189,0.013273854,-0.000429164,0.005417799,-0.018269688,0.003563183
0.19,0.033249601,0.005813251,0.003545072,-0.018269688,0.011054063
0.191,0.033249601,0.008934461,-0.007691289,-0.007345446,0.006060143
0.192,0.012025374,0.007373861,-0.005818569,0.005763622,0.006060143
0.193,-0.016689866,-0.001989769,-0.005818569,0.005763622,-0.006424689
0.194,-0.025429066,0.015176861,0.003545072,0.001393942,-0.013915617
0.195,-0.016689866,0.022979911,0.016654131,-0.009530293,-0.003927723
0.196,-0.000459426,0.024540511,0.018526851,-0.013900008,0.001066207
0.197,-0.000459426,0.019858711,0.014781411,0.001393942,0.001066207
0.198,0.007031454,0.012055661,0.011035971,0.014502982,0.003563183
0.199,0.007031454,0.010495061,0.001672347,0.016687822,0.001066207
0.2,0.008279934,0.008934461,0.003545072,0.014502982,-0.006424689
0.201,0.015770854,0.005813251,0.007290519,0.007948462,-0.016412577
0.202,0.014522334,0.008934461,0.011035971,0.005763622,-0.001430753
0.203,0.007031454,0.010495061,0.003545072,-0.000790912,0.016047983
0.204,0.002037534,-0.001989769,-0.000200379,-0.007345446,0.006060143
0.205,-0.007950266,-0.009792789,0.001672347,-0.007345446,-0.001430753
0.206,-0.012944266,-0.006671589,0.003545072,-0.007345446,-0.011418625
0.207,-0.015441066,-0.008232189,0.011035971,-0.0051606,-0.016412577
0.208,-0.016689866,-0.008232189,0.022272291,0.012318142,0.006060143
0.209,-0.019186666,-0.008232189,0.026017791,0.023242412,0.023538943
0.21,-0.010447466,-0.009792789,0.014781411,0.014502982,0.001066207
0.211,-0.009198666,-0.016035189,0.016654131,0.003578782,-0.016412577
0.212,-0.015441066,-0.008232189,0.005417799,-0.007345446,0.001066207
0.213,-0.006701866,0.010495061,-0.015182169,-0.000790912,0.016047983
0.214,-0.001707946,0.016737461,-0.020800329,-0.0051606,0.031029823
0.215,0.013273854,0.002692045,-0.003945849,0.012318142,0.021041903
0.216,0.028255654,-0.014474589,0.001672347,0.016687822,-0.003927723
0.217,0.030752634,-0.016035189,-0.007691289,0.010133302,-0.013915617
0.218,0.022013254,-0.008232189,-0.011436729,0.005763622,-0.001430753
0.219,0.004534494,0.004252651,-0.015182169,0.003578782,0.023538943
0.22,-0.022932266,0.012055661,-0.000200379,-0.000790912,0.013551023
0.221,-0.032919866,0.018298061,0.020399571,-0.016084848,0.011054063
0.222,-0.022932266,0.013616261,0.012908691,-0.020454528,0.006060143
0.223,-0.016689866,0.002692045,-0.011436729,-0.013900008,0.001066207
0.224,-0.014192666,-0.000429164,0.001672347,-0.013900008,0.001066207
0.225,0.003286014,0.002692045,0.026017791,-0.000790912,0.008557103
0.226,0.008279934,-0.017595789,0.029763231,0.016687822,-0.003927723
0.227,0.007031454,-0.020717039,0.011035971,0.012318142,-0.023903457
0.228,-0.000459426,-0.012913989,-0.005818569,-0.002975752,-0.016412577
0.229,0.007031454,-0.001989769,-0.017054889,-0.013900008,0.001066207
0.23,0.007031454,-0.012913989,-0.018927609,-0.007345446,0.008557103
0.231,0.000789054,-0.023838239,-0.011436729,-0.0051606,0.016047983
0.232,-0.010447466,-0.034762439,0.001672347,-0.0051606,0.006060143
0.233,-0.010447466,-0.020717039,-0.007691289,-0.007345446,0.008557103
0.234,0.000789054,-0.016035189,-0.011436729,-0.01171514,-0.001430753
0.235,0.008279934,-0.001989769,0.009163251,0.005763622,-0.016412577
0.236,-0.001707946,0.026101111,0.016654131,0.012318142,-0.011418625
0.237,-0.001707946,0.024540511,0.001672347,0.010133302,-0.011418625
0.238,-0.010447466,0.008934461,-0.003945849,-0.0051606,-0.008921657
0.239,-0.012944266,-0.003550389,-0.002073105,-0.013900008,0.001066207
0.24,-0.009198666,0.002692045,0.001672347,-0.01171514,0.013551023
0.241,0.000789054,0.015176861,-0.000200379,0.003578782,0.001066207
0.242,-0.011695866,0.032343511,-0.003945849,0.012318142,-0.001430753
0.243,-0.011695866,0.019858711,-0.002073105,0.010133302,-0.001430753
0.244,-0.002956426,0.001131441,0.011035971,-0.002975752,-0.008921657
0.245,-0.000459426,-0.001989769,0.026017791,-0.009530293,-0.008921657
0.246,-0.016689866,0.015176861,0.024145071,-0.013900008,0.001066207
0.247,-0.030423066,0.026101111,-0.003945849,-0.018269688,0.013551023
0.248,-0.019186666,0.022979911,-0.013309449,-0.027009048,0.008557103
0.249,-0.001707946,0.008934461,0.007290519,-0.022639368,-0.003927723
0.25,0.013273854,0.008934461,0.016654131,-0.002975752,-0.013915617
0.251,0.007031454,0.010495061,0.007290519,0.001393942,-0.008921657
0.252,0.003286014,0.018298061,0.007290519,0.016687822,-0.003927723
0.253,0.010776894,0.016737461,0.007290519,0.021057572,0.011054063
0.254,0.024510214,0.010495061,-0.000200379,0.007948462,0.028532863
0.255,0.015770854,0.004252651,-0.002073105,-0.000790912,0.026035903
0.256,0.000789054,-0.006671589,0.001672347,-0.0051606,0.006060143
0.257,-0.002956426,-0.020717039,0.001672347,0.001393942,-0.003927723
0.258,-0.004204906,-0.030080639,0.003545072,-0.000790912,-0.008921657
