time,test 1,test 2,test 3,test 4,test 5
seconds,deacceleration - g,deacceleration - g,deacceleration - g,deacceleration - g,deacceleration - g
-0.003,-0.018789411,0.002984704,-0.025700014,0.008046349,0.008046349
-0.002,-0.013786251,0.002984704,-0.014442874,0.003668575,0.003668575
-0.001,-0.007532291,0.012365629,0.013699946,-0.013842532,-0.013842532
1.39E-17,-0.013786251,0.015492629,0.028709426,-0.024786962,-0.024786962
0.001,-0.012535451,0.026437079,0.028709426,-0.007275832,-0.007275832
0.002,-0.005030691,0.038944979,0.015576146,0.016801928,0.016801928
0.003,-0.008783051,0.031127529,-0.006938134,0.023368558,0.023368558
0.004,-0.007532291,0.017056129,-0.005061934,0.005857463,0.005857463
0.005,0.001223269,0.001421212,-0.010690534,0.003668575,0.003668575
0.006,0.011229616,0.002984704,-0.018195274,0.014613028,0.014613028
0.007,0.001223269,0.010802179,-0.003185794,0.010235235,0.010235235
0.008,-0.010033851,0.006111684,0.013699946,0.010235235,0.010235235
0.009,-0.016287811,0.002984704,0.015576146,0.018990758,0.018990758
0.01,-0.015037011,-0.000142276,0.017452286,0.023368558,0.023368558
0.011,-0.017538611,-0.006396221,0.0024428,0.021179658,0.021179658
0.012,-0.017538611,-0.004832771,-0.003185794,0.014613028,0.014613028
0.013,0.001223269,-0.015777171,-0.001309594,0.012424128,0.012424128
0.014,0.007477229,-0.018904171,0.0024428,0.005857463,0.005857463
0.015,-0.007532291,-0.009523221,-0.008814334,-0.000709202,-0.000709202
0.016,-0.022541771,0.007675179,-0.008814334,-0.009464732,-0.009464732
0.017,-0.011284651,0.001421212,0.006195176,-0.013842532,-0.013842532
0.018,-0.001278291,-0.006396221,-0.001309594,-0.016031432,-0.016031432
0.019,-0.003779891,-0.018904171,-0.025700014,-0.018220262,-0.018220262
0.02,-0.017538611,-0.023594621,-0.035080954,-0.013842532,-0.013842532
0.021,-0.005030691,-0.023594621,-0.020071474,-0.022598062,-0.022598062
0.022,-0.005030691,-0.018904171,-0.010690534,-0.011653632,-0.011653632
0.023,0.004975669,-0.011086721,-0.006938134,-0.000709202,-0.000709202
0.024,0.009978825,-0.012650221,0.0024428,0.016801928,0.016801928
0.025,0.002474069,-0.001705771,0.011823746,-0.000709202,-0.000709202
0.026,-0.005030691,0.021746579,0.011823746,-0.009464732,-0.009464732
0.027,-0.012535451,0.032691029,0.0024428,-0.007275832,-0.007275832
0.028,-0.013786251,0.018619629,-0.008814334,-0.000709202,-0.000709202
0.029,-0.010033851,-0.003269271,-0.023823874,0.005857463,0.005857463
0.03,-0.012535451,-0.012650221,-0.021947674,0.005857463,0.005857463
0.031,0.002474069,-0.007959721,-0.025700014,0.010235235,0.010235235
0.032,0.002474069,0.002984704,-0.018195274,0.021179658,0.021179658
0.033,-0.015037011,0.006111684,0.0024428,-0.002898102,-0.002898102
0.034,-0.010033851,-0.007959721,0.015576146,0.001479691,0.001479691
0.035,0.002474069,-0.011086721,0.011823746,0.005857463,0.005857463
0.036,0.016232789,0.001421212,0.009947552,0.016801928,0.016801928
0.037,0.014981993,0.007675179,0.000566606,0.005857463,0.005857463
0.038,0.014981993,-0.007959721,0.013699946,-0.005087002,-0.005087002
0.039,0.002474069,-0.022031171,0.021204686,-0.013842532,-0.013842532
0.04,-2.75E-05,-0.004832771,0.000566606,-0.009464732,-0.009464732
0.041,0.013731201,0.020183079,-0.010690534,0.001479691,0.001479691
0.042,0.021235949,0.023310079,-0.020071474,0.014613028,0.014613028
0.043,0.016232789,0.007675179,-0.018195274,0.021179658,0.021179658
0.044,0.006226429,-0.001705771,-0.008814334,0.012424128,0.012424128
0.045,0.002474069,-0.015777171,0.008071364,-0.005087002,-0.005087002
0.046,0.006226429,-0.023594621,0.011823746,-0.022598062,-0.022598062
0.047,0.022486749,-0.011086721,-0.008814334,-0.024786962,-0.024786962
0.048,0.029991509,0.002984704,-0.020071474,-0.016031432,-0.016031432
0.049,0.028740709,0.012365629,-0.020071474,-0.016031432,-0.016031432
0.05,0.006226429,0.010802179,-0.005061934,-0.005087002,-0.005087002
0.051,-0.007532291,0.017056129,0.021204686,-0.000709202,-0.000709202
0.052,-0.020040211,0.010802179,0.023080886,-0.009464732,-0.009464732
0.053,-0.013786251,-0.004832771,0.021204686,-0.009464732,-0.009464732
0.054,-0.011284651,-0.011086721,0.015576146,-0.013842532,-0.013842532
0.055,-0.008783051,-0.001705771,0.011823746,-0.005087002,-0.005087002
0.056,-0.010033851,-0.001705771,0.006195176,0.012424128,0.012424128
0.057,0.001223269,-0.001705771,0.004318986,0.023368558,0.023368558
0.058,0.004975669,0.001421212,0.000566606,0.003668575,0.003668575
0.059,0.001223269,-0.001705771,-0.006938134,-0.005087002,-0.005087002
0.06,-0.007532291,-0.009523221,-0.012566734,-0.011653632,-0.011653632
0.061,-0.027544971,-0.001705771,-0.008814334,-0.000709202,-0.000709202
0.062,-0.028795891,0.015492629,-0.012566734,0.010235235,0.010235235
0.063,-0.008783051,0.013929129,-0.005061934,-0.011653632,-0.011653632
0.064,0.006226429,0.013929129,-0.005061934,-0.024786962,-0.024786962
0.065,-2.75E-05,0.004548194,-0.008814334,-0.009464732,-0.009464732
0.066,-0.006281491,0.001421212,-0.001309594,0.010235235,0.010235235
0.067,-0.006281491,-0.001705771,0.006195176,0.008046349,0.008046349
0.068,-0.001278291,0.007675179,0.009947552,0.003668575,0.003668575
0.069,-0.001278291,-0.003269271,-0.003185794,0.003668575,0.003668575
0.07,0.004975669,-0.023594621,-0.006938134,0.003668575,0.003668575
0.071,-0.001278291,-0.023594621,-0.003185794,-0.002898102,-0.002898102
0.072,-0.020040211,-0.017340671,0.006195176,-0.013842532,-0.013842532
0.073,-0.027544971,-0.009523221,0.019328486,-0.007275832,-0.007275832
0.074,-0.020040211,-0.009523221,0.006195176,0.005857463,0.005857463
0.075,-0.001278291,-0.015777171,-0.001309594,0.012424128,0.012424128
0.076,0.016232789,-0.015777171,0.006195176,-0.005087002,-0.005087002
0.077,0.011229616,-0.007959721,0.021204686,-0.007275832,-0.007275832
0.078,0.003724869,-0.009523221,0.028709426,-0.009464732,-0.009464732
0.079,-0.015037011,-0.012650221,0.021204686,0.001479691,0.001479691
0.08,-0.013786251,-0.015777171,-0.003185794,-0.000709202,-0.000709202
0.081,0.001223269,-0.009523221,-0.016319074,-0.002898102,-0.002898102
0.082,0.012480409,-0.009523221,-0.008814334,-0.005087002,-0.005087002
0.083,0.002474069,-0.007959721,0.015576146,-0.013842532,-0.013842532
0.084,-0.013786251,-0.009523221,0.021204686,-0.022598062,-0.022598062
0.085,-0.011284651,-0.007959721,0.004318986,-0.018220262,-0.018220262
0.086,-0.001278291,0.001421212,-0.020071474,-0.007275832,-0.007275832
0.087,0.004975669,0.009238679,-0.021947674,0.008046349,0.008046349
0.088,-0.002529091,0.001421212,-0.021947674,-0.005087002,-0.005087002
0.089,-0.015037011,-0.006396221,-0.010690534,-0.013842532,-0.013842532
0.09,-0.005030691,-0.004832771,-0.005061934,-0.016031432,-0.016031432
0.091,0.016232789,0.010802179,-0.005061934,-0.009464732,-0.009464732
0.092,0.018734389,0.002984704,-0.003185794,0.010235235,0.010235235
0.093,0.003724869,0.001421212,0.006195176,0.029935188,0.029935188
0.094,-0.008783051,-0.015777171,0.008071364,0.018990758,0.018990758
0.095,-0.008783051,-0.020467671,0.009947552,0.012424128,0.012424128
0.096,0.002474069,-0.012650221,0.011823746,0.001479691,0.001479691
0.097,0.003724869,-0.003269271,0.017452286,-0.005087002,-0.005087002
0.098,-0.006281491,-0.003269271,0.009947552,0.001479691,0.001479691
0.099,-0.011284651,0.007675179,-0.010690534,0.003668575,0.003668575
0.1,-0.001278291,0.017056129,-0.020071474,-0.005087002,-0.005087002
0.101,0.008728029,0.012365629,-0.012566734,-0.007275832,-0.007275832
0.102,0.011229616,0.010802179,0.000566606,-0.007275832,-0.007275832
0.103,-0.005030691,-0.004832771,-0.003185794,-0.002898102,-0.002898102
0.104,-0.007532291,-0.006396221,-0.008814334,-0.007275832,-0.007275832
0.105,-0.005030691,-0.001705771,-0.003185794,0.005857463,0.005857463
0.106,-0.003779891,0.007675179,0.023080886,0.012424128,0.012424128
0.107,-0.012535451,-0.004832771,0.030585626,0.014613028,0.014613028
0.108,-0.006281491,-0.009523221,0.019328486,0.003668575,0.003668575
0.109,0.008728029,-0.007959721,0.013699946,-0.005087002,-0.005087002
0.11,0.028740709,-0.000142276,0.0024428,-0.005087002,-0.005087002
0.111,0.014981993,0.013929129,0.008071364,-0.000709202,-0.000709202
0.112,0.008728029,0.017056129,0.015576146,0.012424128,0.012424128
0.113,0.001223269,0.013929129,0.015576146,0.018990758,0.018990758
0.114,-0.011284651,0.002984704,0.006195176,0.021179658,0.021179658
0.115,0.002474069,-0.011086721,-0.006938134,0.010235235,0.010235235
0.116,0.012480409,-0.023594621,-0.010690534,0.003668575,0.003668575
0.117,0.022486749,-0.025158121,-0.025700014,0.003668575,0.003668575
0.118,0.024988349,-0.009523221,-0.035080954,0.003668575,0.003668575
0.119,0.011229616,0.001421212,-0.035080954,-0.002898102,-0.002898102
0.12,-0.005030691,0.009238679,-0.018195274,-0.013842532,-0.013842532
0.121,-0.006281491,0.004548194,-0.018195274,-0.011653632,-0.011653632
0.122,0.002474069,0.007675179,-0.016319074,-0.005087002,-0.005087002
0.123,0.021235949,0.004548194,-0.014442874,0.001479691,0.001479691
0.124,0.024988349,-0.001705771,-0.021947674,-0.000709202,-0.000709202
0.125,0.013731201,0.001421212,0.000566606,-0.002898102,-0.002898102
0.126,-0.003779891,0.006111684,0.015576146,0.001479691,0.001479691
0.127,-0.008783051,-0.003269271,0.024957086,-0.000709202,-0.000709202
0.128,-0.022541771,-0.001705771,0.009947552,-0.009464732,-0.009464732
0.129,-0.023792571,-0.003269271,-0.005061934,-0.018220262,-0.018220262
0.13,-0.008783051,-0.001705771,-0.014442874,-0.013842532,-0.013842532
0.131,0.002474069,-0.009523221,-0.020071474,-0.013842532,-0.013842532
0.132,-2.75E-05,-0.001705771,0.004318986,-0.005087002,-0.005087002
0.133,-0.003779891,0.007675179,0.008071364,-0.002898102,-0.002898102
0.134,-0.003779891,0.006111684,0.009947552,-0.009464732,-0.009464732
0.135,-0.002529091,-0.004832771,0.008071364,-0.013842532,-0.013842532
0.136,-0.011284651,-0.004832771,-0.005061934,0.001479691,0.001479691
0.137,-0.008783051,0.015492629,0.0024428,0.003668575,0.003668575
0.138,-0.001278291,0.031127529,-0.003185794,-0.000709202,-0.000709202
0.139,-0.008783051,0.017056129,0.0024428,-0.002898102,-0.002898102
0.14,-0.011284651,0.002984704,0.019328486,-0.000709202,-0.000709202
0.141,-0.008783051,-0.004832771,0.0024428,0.001479691,0.001479691
